Iteration,RMSE,Denormalized_RMSE
0,0.47289941736182795,3.6525973284047435
1,0.4273479809265193,4.5551265158147975
2,0.4443343226185779,4.247000701392712
3,0.4173039481408509,5.1471658281807
4,0.4177783489600664,5.073502674454727
5,0.4570445602837018,3.6352441774386683
6,0.426014131384634,4.672759563139694
7,0.43140117073388823,4.22780691268181
8,0.43010536570124625,4.318122257747338
9,0.4397240278110155,4.173025890400916
10,0.4310031071003422,4.677199492503222
11,0.42592257116212234,4.4377174736088225
12,0.4440503349376648,4.150413927263951
13,0.41312365749224184,5.114230678219887
14,0.6408919329713434,5.795737729520052
15,0.4230629925520413,4.2292681980841635
16,0.43009488056498213,4.82518388302786
17,0.4198397928928038,4.262125896585609
18,0.4425451709919474,4.421452194251888
19,0.4141781731422602,5.024795148148428
20,0.4246330961435607,4.8954082830872006
21,0.4331851644406568,4.541439909227965
22,0.4356222162083614,4.516532622275833
23,0.42447940342078916,5.172827652001815
24,0.4327802040566847,5.004776768697551
25,0.4325272858420015,4.028155286374898
26,0.4403123478968861,4.276406987374339
27,0.4447848206888248,4.164663884260057
28,0.44354230846172044,4.437536328141951
29,0.4311607910708036,4.74823228301956
