Iteration,RMSE,Denormalized_RMSE
0,0.3421960987560557,2.643066390480578
1,0.2400984569479706,2.5592231541114314
2,0.25687858172981587,2.45527626664076
3,0.1917825776441496,2.365510162288698
4,0.1891902246592085,2.2975271772184
5,0.2808465283442903,2.2337990551374522
6,0.21328987945311964,2.3394818399477764
7,0.2366865929174098,2.319570000176461
8,0.2450392214270343,2.4601165213086977
9,0.23758259744310967,2.2546830910611395
10,0.21832452025759536,2.369234278193035
11,0.1998921544936758,2.082690533196112
12,0.25345735589105944,2.368994812278254
13,0.18504921535300237,2.290801693332258
14,0.24791703542265298,2.241972541810846
15,0.20996138779661377,2.0989380680102943
16,0.217429546273661,2.43931650847729
17,0.21705001518637937,2.2034464246612475
18,0.2396920491226781,2.3947542669208794
19,0.18565442807285965,2.252353044911317
20,0.2112620088874312,2.4355468228965456
21,0.2546891075376139,2.6701174748458545
22,0.24238557445149103,2.513054461978136
23,0.22441118177821445,2.734738970055527
24,0.23102318208772643,2.6716089227403708
25,0.2461299636858433,2.2922246683844114
26,0.23371860163993366,2.2699246703079807
27,0.2795973170232609,2.6179599531734663
28,0.2675806451555086,2.6770813312112876
29,0.24143580923796834,2.6588533267451426
